App Id,App Status,App Status Date,App Swc Type,App Too Date,Business Name,Business Name2,CB,Cb Dd,CC,Cc Dd,Cd Url,City,CP,Cp Dd,Dpqa,Expiration Date,Hearing,Hearing Dd,Hearing Public,Hearing Public Dd,Intake,Intake Dd,Issuance,Issuance Dd,Lic Status,License Nbr,MOO,Moo Dd,Send Package Dd,State,Street,Submit Date,Swc Type,ZIP,App Chairs,App Sq Ft,App Tables,Building,Calculation1,City Council District,Community District,Dohmh,Latitude,Longitude,Swc Chairs,Swc Sq Ft,Swc Tables
16889-2019-RSWC,Application Review Completed,2019-08-05,Unenclosed,,"ST. JUDE ENTERPRISES, LLC",BENITO ONE,Review Period Expired,2019-05-30,Review Period Expired,2019-06-20,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2021-04-15,Waived,2019-05-30,,,Ready For Review,2019-04-04,Issued,2019-08-05,Active,1394721-DCA,Approved,2019-08-05,2019-04-04,NY,MULBERRY ST,2019-04-04,Unenclosed,10013,8,66,4,174,1,1,102,41563537,40.719958981,-73.996854232,8,66,4
2973-2020-RSWC,Pending Review,2020-02-10,Unenclosed,2020-05-10,108 BAGEL CORP.,,Review Period Expired,2020-04-07,Review Period Expired,2020-04-28,http://www.queenscb14.org,QUEENS,Pending Review,2020-02-10,Issued Temp Op Letter,2020-05-10,Waived,2020-04-07,,,Ready For Review,2020-02-10,Pending Review,,Inactive,1252802-DCA,Pending Review,,2020-02-10,NY,ROCKAWAY BEACH DRIVE,2020-02-10,Unenclosed,11694,13,137,6,,0,32,414,41042466,40.581852966,-73.829932488,13,137,6
26990-2019-RSWC,Pending Review,2020-05-28,Small Unenclosed,2020-06-30,"CIELI PARTNERS, L.P.",TRATTORIA DELL'ARTE,Recommend Approval,2020-01-14,Review Period Expired,2020-03-26,http://www.cb5.org,NEW YORK,Pending Review,2019-09-19,Issued Temp Op Letter,2020-06-30,Waived,2020-01-14,,,Ready For Review,2019-09-18,Pending Review,,Inactive,1192416-DCA,Pending Review,2020-03-26,2019-09-19,NY,7TH AVE,2019-09-18,Small Unenclosed,10106,28,268,7,900,0,4,105,40387754,40.765413157,-73.980329142,28,268,7
3003-2019-ASWC,Application Review Completed,2019-10-01,Unenclosed,,PIZZA 84 LLC,,Recommend Approval,2019-05-15,Review Period Expired,2019-06-11,http://www.nyc.gov/mcb7,NEW YORK,,,Approved,2021-12-15,Recommendation Issued,2019-05-15,SWC Public Hearing,2019-05-08,Ready For Review,2019-03-22,Issued,2019-10-01,Active,2086172-DCA,Approved,2019-10-01,2019-03-22,NY,AMSTERDAM AVE,2019-03-21,Unenclosed,10024,22,162,9,483,1,6,107,50087474,40.785767345,-73.976170366,22,162,9
2337-2019-RSWC,Application Review Completed,2019-07-03,Unenclosed,,"300 WEST 46TH STREET, CORP",BRASSERIE ATHENEE,Review Period Expired,2019-02-28,Review Period Expired,2019-03-21,http://www.nyc.gov/mcb4,NEW YORK,,,Approved,2020-12-15,Waived,2019-02-28,,,Ready For Review,2019-01-16,Issued,2019-07-03,Inactive,1346488-DCA,,,2019-01-16,NY,W 46TH ST,2019-01-16,Unenclosed,10036,9,105,4,300,0,3,104,40810174,40.759757335,-73.988376806,9,105,4
16313-2019-RSWC,Application Review Completed,2019-10-28,Unenclosed,,1679 3RD AVENUE RESTAURANT CORP.,THE DISTRICT,Recommend Approval,2019-05-29,Review Period Expired,2019-06-19,http://www.cb8m.com/,NEW YORK,,,Approved,2021-04-15,Waived,2019-05-29,,,Ready For Review,2019-04-01,Issued,2019-10-28,Active,1454085-DCA,Approved,2019-10-28,2019-04-01,NY,3RD AVE,2019-04-01,Unenclosed,10128,45,407,19,1679,1,5,108,41706325,40.783854138,-73.950049118,45,407,19
10437-2018-ASWC,Application Review Completed,2018-10-10,Unenclosed,,339 SEVENTH AVENUE BAKERY LLC,,Recommend Approval,2018-07-18,Review Period Expired,2018-08-08,http://www.cb5.org,NEW YORK,,,Approved,2020-12-15,Recommendation Issued,2018-07-18,SWC Public Hearing,2018-07-11,Ready For Review,2018-05-21,Issued,2018-10-10,Inactive,2075842-DCA,Approved,2018-10-10,2018-05-22,NY,7TH AVE,2018-06-15,Unenclosed,10001,30,339,15,339,0,3,105,50077672,40.747409089,-73.992897452,30,339,15
904-2020-RSWC,Pending Review,2020-06-08,Unenclosed,2020-06-25,"BROADWAY 104, LLC",CAFE DU SOLEIL,Review Period Expired,2020-03-25,Review Period Expired,2020-04-15,http://www.nyc.gov/mcb7,NEW YORK,Pending Review,2020-01-16,Issued Temp Op Letter,2020-06-25,Waived,2020-03-25,,,Ready For Review,2020-01-15,Pending Review,,Inactive,1187714-DCA,Pending Review,,2020-01-16,NY,W 104TH ST,2020-01-15,Unenclosed,10025,36,342,18,245,0,6,107,41083927,40.800164396,-73.968638057,36,342,18
22579-2019-RSWC,Pending Review,2020-01-02,Enclosed,2020-02-22,72ND & COLUMBUS RESTAURANT LLC,AG KITCHEN,Pending Review,2019-06-21,Pending Review,,http://www.nyc.gov/mcb7,NEW YORK,Pending Review,2019-06-21,Issued Temp Op Letter,2020-02-22,Pending Review,,,,Ready For Review,2019-06-21,Pending Review,,Inactive,1392078-DCA,Pending Review,,2019-06-21,NY,COLUMBUS AVE,2019-08-07,Enclosed,10023,34,416,16,269,0,6,107,41565555,40.777805301,-73.978361279,34,416,16
12651-2018-RSWC,Application Review Completed,2019-06-22,Unenclosed,,"TRES DE MEXICO, LLC",MESA COYOACAN,Review Period Expired,2018-11-01,Review Period Expired,2018-11-22,http://www.nyc.gov/brooklyncb1,BROOKLYN,,,Approved,2020-09-15,Waived,2018-11-01,,,Ready For Review,2018-09-11,Issued,2019-06-22,Inactive,1346116-DCA,Approved,2019-06-22,2018-09-12,NY,GRAHAM AVE,2018-09-11,Unenclosed,11211,8,75,4,372,0,34,301,41405205,40.715526536,-73.944404410,8,75,4
14061-2019-RSWC,Application Review Completed,2019-11-21,Unenclosed,,NICA RESTAURANT CORP.,NICA TRATTORIA,Recommend Approval,2019-04-23,Review Period Expired,2019-05-21,http://www.cb8m.com/,NEW YORK,,,Approved,2021-04-15,Waived,2019-04-30,,,Ready For Review,2019-03-14,Issued,2019-11-21,Active,1253201-DCA,Approved,2019-11-21,2019-03-14,NY,E 84TH ST,2019-03-14,Unenclosed,10028,11,83,6,354,1,5,108,41207574,40.775576451,-73.951066280,11,83,6
31913-2019-RSWC,Application Review Completed,2020-05-14,Unenclosed,2020-05-20,BROOKLYN HEIGHTS WINE BAR LLC,,Review Period Expired,2020-01-29,Review Period Expired,2020-02-19,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,BROOKLYN,,,Process Completed,2020-05-20,Waived,2020-01-29,,,Ready For Review,2019-11-08,,,Active,1317766-DCA,,,2019-11-20,NY,HENRY ST,2019-11-08,Unenclosed,11201,12,138,6,50,1,33,302,41388348,40.699534975,-73.992141596,12,138,6
33729-2019-RSWC,Application Review Completed,2020-03-13,Unenclosed,,Hane Sushi Inc.,,Recommend Approval,2020-01-14,Review Period Expired,2020-02-14,http://cbsix.org,NEW YORK,,,Approved,2021-12-15,Waived,2020-01-24,,,Ready For Review,2019-11-27,Issued,2020-03-13,Active,2001324-DCA,Approved,2020-03-13,2019-12-09,NY,1ST AVE,2019-11-26,Unenclosed,10009,28,314,14,346,1,4,106,50001531,40.734874750,-73.978404087,28,314,14
36469-2019-RSWC,Pending Review,2020-01-21,Unenclosed,2020-04-21,SWEET CHICK FLATBUSH LLC,SWEET CHICK,Review Period Expired,2020-03-06,Review Period Expired,2020-03-27,http://www.brooklyncb8.org/,BROOKLYN,Pending Review,2019-12-31,Issued Temp Op Letter,2020-04-21,Waived,2020-03-06,,,Ready For Review,2019-12-30,Pending Review,,Inactive,2059550-DCA,Pending Review,,2019-12-31,NY,CARLTON AVE,2019-12-30,Unenclosed,11238,34,328,14,636,0,35,308,,40.677647879,-73.972394652,34,328,14
7949-2018-RSWC,Pending Review,2019-12-05,Unenclosed,2020-01-31,ROCCO'S BROOKLYN BAKERY INC,PASTICCERIA ROCCO,Review Period Expired,2018-06-28,Review Period Expired,2018-07-19,http://www.bkcb10.org/,BROOKLYN,Pending Review,2018-05-04,Issued Temp Op Letter,2020-01-31,Waived,2018-06-28,,,Ready For Review,2018-05-03,Pending Review,,Inactive,2037225-DCA,Pending Review,,2018-05-04,NY,4TH AVE,2018-05-03,Unenclosed,11209,14,212,7,9402,0,43,310,50018845,40.616581093,-74.030890281,14,212,7
20794-2019-RSWC,Application Review Completed,2019-08-21,Unenclosed,,YARDBIRD LLC,MAIDEN LANE,Review Period Expired,2019-08-21,Approved,2019-08-21,http://www.nyc.gov/manhattancb3,NEW YORK,Proceed,2019-08-21,Approved,2020-09-15,Waived,2019-08-21,,,Ready For Review,2019-05-24,Issued,2019-08-21,Inactive,2009643-DCA,Approved,2019-08-21,,NY,AVENUE B,2019-05-24,Unenclosed,10009,20,152,10,162,0,2,103,50000197,40.727071673,-73.979849783,20,152,10
6380-2019-RSWC,Application Review Completed,2019-07-01,Unenclosed,,NOOR EL HADA CORP.,,Review Period Expired,2019-03-27,Review Period Expired,2019-04-17,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,ASTORIA,,,Approved,2020-12-15,Waived,2019-03-27,,,Ready For Review,2019-02-06,Issued,2019-07-01,Inactive,1224578-DCA,Approved,2019-07-01,2019-02-06,NY,STEINWAY ST,2019-02-06,Unenclosed,11103,25,228,11,2425,0,22,401,41172527,40.768278991,-73.911107275,25,228,11
26305-2019-RSWC,Pending Review,2020-01-07,Unenclosed,2020-02-16,CALSHEA REST. CORP.,THE TRIPLE CROWN,Recommend Approval,2020-01-29,Review Period Expired,2020-02-19,http://www.cb5.org,NEW YORK,Pending Review,2019-09-11,Issued Temp Op Letter,2020-02-16,Waived,2020-01-29,,,Ready For Review,2019-09-11,Pending Review,,Inactive,1151949-DCA,Pending Review,,2019-11-08,NY,7TH AVE,2019-09-06,Unenclosed,10001,12,158,4,330,0,3,105,40402231,40.747765928,-73.993258317,12,158,4
1225-2020-RSWC,Pending Review,2020-05-26,Unenclosed,2020-08-26,LLAMA SAN LLC,,Pending Review,2020-01-21,Pending Review,,http://www.nyc.gov/manhattancb2,NEW YORK,Pending Review,2020-01-21,Issued Temp Op Letter,2020-08-26,Pending Review,,SWC Public Hearing,2020-03-11,Ready For Review,2020-01-17,Pending Review,,Inactive,2080703-DCA,Pending Review,,2020-01-21,NY,6TH AVE,2020-01-17,Unenclosed,10014,10,124,5,359,0,3,102,,40.732272001,-74.000782979,10,124,5
5714-2020-RSWC,Application Review Completed,2020-06-12,Enclosed,,PMC CORP.,THE ABBEY TAVERN,Review Period Expired,2020-06-12,Approved,2020-06-12,http://cbsix.org,NEW YORK,Proceed,2020-06-12,Approved,2022-05-15,Waived,2020-06-12,,,Ready For Review,2020-06-12,Issued,2020-06-12,Active,1190138-DCA,Approved,2020-06-12,,NY,3RD AVE,2020-05-22,Enclosed,10010,18,336,8,354,1,2,106,41091944,40.740798552,-73.982050523,18,336,8
21224-2019-RSWC,Pending Review,2019-10-31,Enclosed,2020-03-29,SIBECA CORPORATION,POLLOS MARIO,Pending Review,2019-05-31,Pending Review,,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,ASTORIA,Pending Review,2019-05-31,Issued Temp Op Letter,2020-03-29,Pending Review,,,,Ready For Review,2019-05-31,Pending Review,,Inactive,2019413-DCA,Pending Review,,2019-05-31,NY,BROADWAY,2019-05-31,Enclosed,11103,30,366,10,4019,0,22,401,40596549,40.758861517,-73.918165862,30,366,10
20191-2019-RSWC,Application Review Completed,2019-11-19,Unenclosed,,IL COMMENDATORE RESTAURANT INC.,CASA BELLA RESTAURANT,Review Period Expired,2019-07-10,Review Period Expired,2019-07-31,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2021-12-15,Waived,2019-07-10,,,Ready For Review,2019-05-20,Issued,2019-11-19,Active,1189682-DCA,Approved,2019-11-19,2019-05-20,NY,MULBERRY ST,2019-05-20,Unenclosed,10013,21,325,11,127,1,1,102,40374834,40.718089827,-73.998106099,21,325,11
25147-2019-RSWC,Application Review Completed,2019-11-22,Unenclosed,,EAST HARLEM BOTTLING CO LLC,EAST HARLEM BOTTLING CO.,Recommend Approval,2019-09-24,Review Period Expired,2019-10-15,http://www.cb11m.org/,NEW YORK,,,Approved,2021-09-15,Waived,2019-09-24,,,Ready For Review,2019-07-31,Issued,2019-11-22,Active,2052343-DCA,Approved,2019-11-22,2019-08-01,NY,LEXINGTON AVE,2019-07-31,Unenclosed,10029,28,308,10,1711,1,8,111,50047978,40.792917972,-73.945592967,28,308,10
30158-2018-RSWC,Application Review Completed,2019-03-22,Small Unenclosed,2019-04-02,SENGUPTA FOOD SERVICES LLC,SOHO PARK,Review Period Expired,2019-01-24,Review Period Expired,2019-02-14,http://www.nyc.gov/manhattancb2,NEW YORK,,,Approved,2020-12-15,Waived,2019-01-24,,,Ready For Review,2018-11-30,Issued,2019-03-22,Inactive,1277362-DCA,Approved,2019-03-22,2018-12-03,NY,PRINCE ST,2018-11-30,Small Unenclosed,10012,14,255,7,62,0,1,102,41207173,40.723642442,-73.996691710,14,255,7
35829-2019-RSWC,Pending Review,2020-01-08,Unenclosed,2020-04-08,GRAHAM RESTAURANT LLC,SAGE,Review Period Expired,2020-02-13,Review Period Expired,2020-03-05,http://www.nyc.gov/brooklyncb1,BROOKLYN,Pending Review,2019-12-23,Issued Temp Op Letter,2020-04-08,Waived,2020-02-13,,,Ready For Review,2019-12-19,Pending Review,,Inactive,1395264-DCA,Pending Review,,2019-12-23,NY,GRAHAM AVE,2019-12-19,Unenclosed,11211,37,479,21,299,0,34,301,41580023,40.712872351,-73.944403017,37,479,21
26115-2019-RSWC,Pending Review,2020-03-10,Enclosed,2020-06-10,CALEXICO 122 LLC,,Pending Review,2019-08-30,Pending Review,,http://www.cb8m.com/,NEW YORK,Pending Review,2019-08-30,Issued Temp Op Letter,2020-06-10,Pending Review,,,,Ready For Review,2019-08-29,Pending Review,,Inactive,2042216-DCA,Pending Review,,2019-08-30,NY,2ND AVE,2019-08-29,Enclosed,10075,29,390,11,1491,0,4,108,50040810,40.772583856,-73.955805302,29,390,11
34781-2019-RSWC,Pending Review,2020-05-28,Unenclosed,2020-08-29,1483 FIRST AVENUE RESTAURANT INC.,MARUZZELLA,Review Period Expired,2020-01-29,Review Period Expired,2020-02-19,http://www.cb8m.com/,NEW YORK,Pending Review,2019-12-09,Issued Temp Op Letter,2020-08-29,Waived,2020-01-29,,,Ready For Review,2019-12-09,Pending Review,,Inactive,2050840-DCA,Pending Review,,2019-12-09,NY,1ST AVE,2019-12-09,Unenclosed,10075,16,72,8,1483,0,5,108,40641437,40.771345131,-73.953647155,16,72,8
8720-2019-ASWC,Application Review Completed,2020-01-16,Enclosed,,SUPER NORIEGA LLC,BABY BRASA,Review Period Expired,2019-12-04,Review Period Expired,2019-12-27,http://www.nyc.gov/manhattancb2,NEW YORK,Proceed,2019-10-21,Approved,2021-05-15,Recommendation Issued,2019-12-04,SWC Public Hearing,2019-12-04,Ready For Review,2019-07-24,Issued,2020-01-16,Active,2088678-DCA,Approved,2020-01-16,2019-07-24,NY,7TH AVE S,2019-07-24,Enclosed,10014,22,272,11,173,1,3,102,50064514,40.735963689,-74.001345933,22,272,11
33890-2018-RSWC,Application Review Completed,2019-05-24,Unenclosed,,"SERAFINA 77 WEST , LLC",,Review Period Expired,2019-02-21,Review Period Expired,2019-03-14,http://www.nyc.gov/mcb7,NEW YORK,,,Approved,2020-12-15,Waived,2019-02-21,,,Ready For Review,2018-12-27,Issued,2019-05-24,Inactive,1418144-DCA,,,2018-12-27,NY,BROADWAY,2018-12-27,Unenclosed,10024,76,667,38,2178,0,6,107,41639473,40.782073770,-73.980634757,76,667,38
18210-2019-RSWC,Application Review Completed,2019-09-17,Unenclosed,,TRUFFA PIZZERIA & WINE ROOM CORP.,COCINA CHENTE MEXICAN CUISINE,Review Period Expired,2019-06-11,Review Period Expired,2019-07-02,http://www.nyc.gov/bronxcb8,BRONX,,,Approved,2021-04-15,Waived,2019-06-11,,,Ready For Review,2019-04-19,Issued,2019-09-17,Active,2054437-DCA,Approved,2019-09-17,2019-04-22,NY,RIVERDALE AVE,2019-04-19,Unenclosed,10463,6,105,3,3535,1,11,208,50059794,40.886213560,-73.907144965,6,105,3
32944-2018-RSWC,Application Review Completed,2019-06-20,Unenclosed,,"PROGETTO, INC.",,Review Period Expired,2019-02-13,Review Period Expired,2019-03-06,http://www.nyc.gov/mcb4,NEW YORK,,,Approved,2020-12-15,Waived,2019-02-13,,,Ready For Review,2018-12-20,Issued,2019-06-20,Inactive,1289268-DCA,Approved,2019-06-20,2018-12-20,NY,W 44TH ST,2018-12-20,Unenclosed,10036,10,106,5,352,0,3,104,41076408,40.759258006,-73.990741221,10,106,5
28585-2019-RSWC,Pending Review,2019-10-16,Unenclosed,2019-12-31,"EISEN & SON, INC.",LASAGNA RESTAURANT,Review Period Expired,2019-11-27,Review Period Expired,2019-12-18,http://www.nyc.gov/mcb4,NEW YORK,Pending Review,2019-10-16,Under Review,2019-12-31,Waived,2019-11-27,,,Ready For Review,2019-10-03,Pending Review,,Inactive,1193339-DCA,Pending Review,,2019-10-16,NY,8TH AVE,2019-10-03,Unenclosed,10011,25,253,8,196,0,3,104,41079528,40.743226310,-73.999790690,25,253,8
33314-2019-RSWC,Pending Review,2020-05-20,Small Unenclosed,2020-07-31,401 W 50 TAVERN INC.,,Review Period Expired,2020-01-14,Review Period Expired,2020-02-04,http://www.nyc.gov/mcb4,NEW YORK,Pending Review,2019-11-26,Issued Temp Op Letter,2020-07-31,Waived,2020-01-14,,,Ready For Review,2019-11-22,Pending Review,,Inactive,1310240-DCA,Pending Review,,2019-11-26,NY,W 50TH ST,2019-11-22,Small Unenclosed,10019,12,108,6,401,0,3,104,41347045,40.763715342,-73.989278591,12,108,6
